id,preco
2238,4.515.781.206.234.444
2239,6.457.373.154.764.248
2240,12.850.218.253.473.800
2241,10.523.874.416.594.832
2242,10.756.593.302.984.590
2243,15.139.112.788.512.056
2244,10.144.553.649.606.318
2245,5.107.935.320.638.106
2246,10.224.871.214.477.834
2247,10.071.981.950.468.832
2248,12.325.653.869.575.084
2249,16.371.248.634.068.130
2250,13.726.131.470.351.380
2251,10.532.681.253.839.600
2252,8.000.234.560.474.185
2253,8.584.120.026.269.804
2254,9.159.940.341.948.660
2255,7.226.461.149.045.258
2256,5.482.931.706.059.057
2257,12.366.053.625.251.486
2258,9.070.955.403.298.012
2259,10.340.095.036.424.878
2260,5.112.431.019.419.479
2261,9.182.250.794.063.806
2262,11.503.549.141.302.460
2263,13.237.265.175.133.320
2264,12.193.924.321.475.040
2265,13.922.567.324.933.518
2266,16.442.530.740.244.422
2267,8.694.647.222.741.909
2268,8.803.059.025.676.674
2269,9.382.143.559.008.830
2270,8.979.809.280.041.367
2271,11.802.134.934.593.288
2272,10.807.527.139.608.486
2273,7.148.788.491.116.894
2274,8.277.842.781.558.474
2275,5.628.796.581.130.589
2276,11.968.690.225.879.310
2277,8.776.202.389.950.347
2278,19.973.301.950.274.320
2279,10.983.980.263.801.424
2280,8.208.682.713.877.801
2281,10.356.467.108.308.824
2282,5.309.864.831.444.369
2283,7.281.297.316.858.743
2284,8.464.150.600.319.749
2285,12.837.026.828.955.168
2286,30.759.769.348.224.020
2287,9.438.700.822.988.516
2288,9.350.884.021.334.452
2289,14.292.676.571.001.766
2290,10.949.669.471.811.226
2291,10.393.418.350.066.138
2292,7.986.900.932.677.729
2293,10.529.118.783.283.988
2294,9.202.975.302.953.866
2295,9.642.156.051.018.110
2296,8.613.190.740.924.402
2297,12.663.423.418.300.392
2298,15.287.226.672.554.614
2299,13.254.219.206.570.164
2300,6.255.379.876.088.782
2301,8.191.769.255.326.210
2302,10.533.347.852.666.448
2303,8.186.089.365.870.069
2304,9.487.741.881.732.090
2305,10.614.041.728.970.424
2306,11.832.808.688.888.910
2307,10.930.747.962.493.900
2308,8.031.643.658.432.520
2309,13.328.498.071.614.822
2310,10.601.535.831.246.122
2311,9.158.915.462.084.036
2312,7.187.671.015.454.333
2313,17.982.882.563.811.962
2314,11.308.663.746.150.696
2315,8.198.869.617.979.806
2316,14.644.610.730.265.720
2317,9.804.447.210.557.236
2318,10.661.943.043.049.140
2319,17.001.687.652.431.328
2320,11.351.591.458.964.860
2321,10.506.225.798.498.888
2322,10.634.396.357.769.880
2323,10.140.016.510.500.336
2324,7.623.859.415.675.368
2325,10.216.856.318.309.246
2326,8.508.317.687.033.121
2327,8.626.299.033.422.745
2328,7.882.847.527.583.697
2329,6.321.346.192.704.485
2330,16.406.351.314.558.360
2331,8.999.299.715.188.046
2332,7.708.564.123.928.229
2333,10.247.358.123.608.948
2334,12.301.557.678.511.776
2335,11.415.594.012.848.844
2336,8.670.378.488.519.373
2337,14.946.080.248.404.474
2338,13.644.577.544.187.826
2339,10.913.077.032.912.862
2340,8.296.972.072.431.102
2341,7.013.001.639.261.528
2342,10.516.347.923.452.654
2343,12.170.918.743.517.812
2344,8.440.789.724.504.561
2345,11.777.561.647.130.640
2346,8.537.991.954.427.731
2347,13.364.352.666.720.488
2348,11.994.695.694.799.546
2349,6.937.489.079.677.349
2350,8.922.207.421.646.126
2351,4.989.530.918.959.169
2352,9.566.242.039.445.720
2353,8.632.791.590.757.581
2354,10.566.324.738.722.868
2355,8.913.127.013.329.191
2356,9.577.953.432.098.384
2357,6.244.722.626.862.567
2358,10.543.742.673.372.486
2359,14.160.755.012.118.394
2360,13.771.062.715.339.490
2361,7.068.863.558.735.548
2362,11.250.326.389.108.820
2363,9.344.035.951.764.524
2364,8.846.847.722.458.839
2365,15.649.675.414.981.432
2366,5.891.403.675.122.782
2367,9.662.297.696.958.584
2368,6.845.033.324.792.231
2369,13.037.613.721.109.382
2370,9.531.090.038.927.576
2371,9.298.040.028.832.528
2372,10.756.428.225.559.750
2373,15.009.838.186.072.212
2374,1.424.402.369.626.959
2375,10.366.326.117.452.164
2376,10.155.511.867.770.380
2377,13.996.543.801.768.330
2378,12.809.043.276.949.800
2379,10.311.756.160.992.056
2380,8.308.642.891.611.966
2381,16.151.914.824.549.038
2382,14.112.310.582.508.484
2383,8.364.379.097.857.447
2384,9.912.116.548.177.078
2385,9.596.065.203.200.376
2386,10.922.475.320.907.124
2387,8.871.745.695.336.409
2388,14.068.778.017.102.724
2389,11.206.431.269.394.942
2390,10.952.146.327.567.964
2391,11.072.757.236.243.442
2392,9.884.252.692.405.574
2393,7.492.716.958.941.081
2394,10.970.092.128.862.404
2395,5.731.587.673.534.684
2396,10.660.917.518.713.480
2397,13.395.324.771.608.814
2398,10.662.805.524.344.934
2399,9.899.844.667.019.238
2400,11.642.396.936.967.382
2401,14.562.900.818.273.926
2402,13.017.930.339.550.910
2403,10.021.541.817.049.748
2404,14.914.778.178.962.044
2405,7.661.976.204.581.567
2406,7.203.122.168.192.299
2407,9.977.689.248.440.788
2408,12.709.483.420.377.528
2409,7.376.812.043.853.633
2410,14.552.605.771.407.676
2411,7.764.125.865.329.573
2412,16.167.434.921.395.312
2413,10.425.585.432.199.344
2414,8.348.592.646.124.583
2415,17.522.675.447.002.534
2416,12.186.863.822.775.070
2417,9.812.080.940.985.538
2418,11.706.122.784.892.504
2419,8.513.460.760.237.868
2420,6.898.457.615.842.151
2421,10.753.169.725.810.092
2422,12.322.141.703.221.558
2423,10.610.184.177.151.626
2424,7.311.981.872.448.742
2425,13.003.331.199.123.414
2426,8.075.939.711.385.104
2427,12.629.184.506.900.368
2428,12.704.694.993.298.316
2429,12.599.534.088.149.614
2430,9.561.940.498.317.604
2431,7.051.294.336.263.200
2432,10.672.283.035.085.846
2433,10.178.762.312.553.200
2434,13.349.207.423.699.464
2435,9.163.930.549.792.666
2436,7.756.815.762.755.584
2437,8.743.207.261.221.625
2438,10.746.802.682.740.870
2439,10.049.378.206.980.314
2440,11.351.133.879.779.858
2441,9.279.889.341.010.734
2442,6.818.905.395.611.597
2443,13.822.299.076.662.994
2444,9.754.582.117.664.304
2445,6.254.892.992.190.698
2446,5.071.455.320.047.095
2447,9.266.687.432.557.002
2448,9.193.708.043.370.870
2449,5.022.170.543.061.168
2450,5.666.045.652.138.542
2451,7.824.336.529.995.568
2452,10.287.069.050.480.180
2453,9.033.019.275.705.306
2454,8.319.457.866.975.501
2455,10.499.681.342.610.466
2456,12.322.141.703.221.558
2457,8.623.432.825.480.226
2458,6.043.179.629.800.329
2459,6.911.042.583.235.427
2460,9.898.639.390.658.028
2461,9.700.129.673.319.262
2462,9.140.123.366.897.040
2463,6.601.941.391.916.896
2464,9.448.876.447.199.844
2465,10.910.235.116.813.252
2466,9.545.023.040.964.262
2467,7.563.610.353.907.744
2468,8.079.752.586.870.358
2469,8.475.207.690.004.491
2470,8.586.664.201.645.244
2471,12.180.427.489.249.906
2472,7.709.707.979.116.539
2473,8.372.001.614.645.075
2474,9.733.499.886.242.346
2475,10.358.090.368.077.500
2476,8.880.085.949.028.911
2477,9.660.512.263.381.890
2478,10.867.867.653.400.062
2479,10.156.713.400.296.558
2480,18.029.081.095.457.332
2481,9.585.866.933.974.678
2482,11.655.256.808.277.064
2483,9.490.129.104.379.092
2484,7.836.968.570.212.325
2485,13.634.790.279.394.568
2486,6.545.961.431.371.235
2487,7.465.223.265.714.174
2488,7.882.242.793.931.392
2489,4.654.821.059.674.883
2490,7.816.340.521.091.958
2491,12.768.356.790.675.942
2492,13.336.773.385.736.870
2493,8.013.503.541.028.144
2494,8.089.069.709.403.180
2495,12.016.033.003.528.952
2496,10.954.670.810.352.008
2497,9.829.556.503.860.394
2498,8.408.969.723.729.133
2499,10.412.049.661.500.988
2500,12.480.310.574.267.210
2501,7.325.903.379.894.825
2502,7.530.424.060.284.445
2503,20.932.173.731.018.288
2504,12.207.132.454.753.882
2505,6.483.606.766.330.425
2506,11.978.997.319.982.398
2507,14.228.989.635.755.830
2508,8.065.932.732.772.127
2509,11.236.549.730.638.786
2510,10.109.960.885.690.084
2511,16.265.770.913.281.234
2512,10.674.514.274.483.420
2513,6.500.049.496.545.390
2514,7.593.293.018.969.101
2515,18.791.516.828.078.644
2516,8.828.601.625.936.001
2517,12.550.644.127.966.596
2518,9.587.712.314.547.380
2519,9.999.369.551.080.938
2520,9.609.509.909.342.476
2521,8.801.799.144.046.443
2522,5.585.857.326.304.779
2523,8.273.028.243.817.219
2524,11.013.906.583.053.088
2525,6.138.813.214.820.193
2526,12.236.738.145.881.230
2527,8.530.406.977.134.002
2528,32.887.251.888.955.148
2529,10.906.170.143.270.020
2530,6.969.596.745.537.386
2531,5.232.226.955.530.443
2532,8.439.775.767.334.610
2533,10.707.876.036.136.950
2534,7.782.941.993.192.958
2535,8.551.672.620.933.935
2536,10.554.824.945.511.992
2537,10.485.070.222.605.930
2538,15.892.121.759.785.208
2539,12.713.037.182.823.386
2540,20.748.391.254.283.076
2541,11.225.504.710.412.208
2542,21.434.088.276.974.848
2543,10.935.389.376.171.562
2544,8.743.659.849.771.178
2545,6.704.985.284.107.776
2546,6.875.000.556.664.744
2547,8.138.781.154.928.550
2548,9.723.548.575.301.228
2549,7.406.519.948.736.588
2550,8.754.101.341.298.675
2551,6.946.097.016.917.877
2552,16.518.643.077.225.754
2553,3.117.564.363.438.482
2554,8.214.110.650.432.380
2555,8.344.097.919.631.083
2556,6.559.455.605.913.607
2557,8.415.763.708.874.999
2558,9.535.241.269.684.374
2559,8.566.391.710.952.423
2560,7.756.906.061.179.444
2561,3.742.666.103.110.511
2562,7.563.292.405.592.605
2563,5.946.318.647.295.086
2564,13.098.943.554.458.690
2565,10.911.737.113.115.018
2566,11.549.532.496.244.400
2567,10.764.317.696.946.448
2568,9.873.685.552.563.364
2569,9.271.266.224.726.352
2570,8.142.162.954.271.196
2571,6.297.042.971.073.289
2572,7.597.356.817.315.334
2573,11.986.773.669.204.144
2574,11.168.210.730.675.166
2575,10.818.801.161.043.738
2576,11.228.489.597.185.098
2577,12.807.541.383.530.520
2578,10.321.369.290.797.152
2579,15.691.148.019.405.442
2580,6.267.215.417.442.297
2581,4.669.933.464.557.200
2582,9.478.136.666.409.024
2583,10.048.956.666.546.294
2584,12.301.044.693.191.874
2585,8.676.121.647.997.148
2586,11.341.529.029.070.726
2587,11.808.092.446.819.332
2588,6.677.207.474.385.741
2589,5.089.424.586.671.209
2590,10.561.839.933.967.632
2591,8.797.550.345.246.787
2592,6.543.539.817.226.062
2593,9.363.213.877.418.292
2594,8.380.696.042.423.967
2595,9.153.811.438.983.386
2596,10.092.043.766.693.900
2597,7.940.140.658.498.762
2598,8.103.496.179.726.174
2599,10.341.212.011.730.480
2600,8.804.611.597.079.773
2601,10.278.971.357.181.786
2602,7.907.170.301.218.266
2603,10.660.469.622.921.956
2604,6.906.096.566.702.510
2605,8.915.157.363.759.130
2606,4.555.532.217.056.772
2607,13.134.307.523.159.644
2608,7.442.046.015.688.797
2609,19.705.306.322.110.400
2610,12.235.260.694.367.266
2611,10.177.121.200.516.536
2612,10.575.024.952.015.090
2613,12.689.792.361.860.460
2614,6.064.629.127.596.391
2615,8.117.358.226.458.250
2616,10.225.745.186.183.478
2617,11.182.236.549.131.662
2618,6.512.377.017.934.028
2619,11.976.575.407.539.986
2620,8.740.944.101.313.843
2621,8.992.552.085.839.141
2622,4.712.603.764.632.477
2623,10.126.853.280.010.270
2624,13.438.420.999.291.090
2625,15.690.035.213.544.562
2626,10.982.192.778.040.890
2627,15.034.705.882.980.294
2628,10.444.785.971.957.098
2629,13.185.512.147.062.958
2630,7.932.325.432.809.369
2631,9.472.474.691.386.828
2632,10.090.432.288.082.730
2633,10.007.019.526.364.692
2634,11.309.062.879.196.716
2635,16.564.481.020.924.080
2636,10.755.455.032.828.840
2637,12.129.039.811.347.560
2638,10.058.152.661.724.444
2639,8.695.585.497.803.650
2640,11.179.033.700.308.340
2641,7.299.558.320.809.215
2642,12.201.699.165.619.026
2643,12.154.669.365.978.680
2644,11.294.262.499.110.020
2645,11.349.943.504.378.104
2646,7.625.823.731.692.109
2647,8.112.365.907.240.487
2648,10.786.729.779.209.832
2649,10.371.901.624.532.650
2650,10.136.486.671.708.974
2651,9.876.177.182.078.826
2652,3.535.917.900.025.948
2653,14.055.564.734.403.832
2654,9.291.193.093.198.596
2655,9.813.366.996.142.876
2656,13.056.288.772.258.634
2657,9.792.651.173.028.916
2658,10.659.882.992.162.314
2659,7.126.945.902.422.305
2660,13.412.870.572.846.312
2661,8.215.228.485.241.136
2662,9.896.683.546.130.966
2663,11.269.386.126.920.738
2664,11.534.269.975.315.562
2665,7.699.749.468.413.178
2666,5.363.120.094.681.715
2667,17.798.834.199.129.128
2668,8.742.447.256.661.009
2669,8.566.635.363.477.811
2670,7.123.187.617.552.120
2671,6.062.483.117.069.796
2672,8.062.854.887.240.756
2673,11.712.534.148.270.188
2674,14.326.846.261.639.620
2675,8.441.269.937.120.095
2676,17.062.331.832.192.098
2677,7.459.821.034.011.885
2678,8.321.207.000.127.564
2679,6.404.962.890.213.751
2680,8.477.904.633.291.287
2681,8.378.070.663.537.294
2682,7.450.267.241.932.729
2683,8.770.815.307.957.269
2684,8.429.872.237.363.408
2685,8.100.374.306.222.241
2686,7.814.904.904.986.348
2687,8.457.674.686.978.869
2688,9.265.900.936.272.932
2689,17.457.534.612.192.668
2690,11.347.415.278.417.244
2691,12.801.491.940.627.390
2692,11.061.620.030.597.272
2693,7.236.031.191.506.582
2694,6.362.220.308.214.426
2695,12.773.887.182.712.790
2696,11.828.717.050.231.576
2697,6.678.041.117.855.011
2698,11.618.542.322.956.466
2699,8.304.716.281.575.618
2700,11.083.215.336.738.876
2701,13.069.542.014.300.034
2702,10.080.566.540.495.312
2703,11.217.685.580.946.082
2704,11.944.503.104.994.698
2705,6.059.744.644.849.931
2706,8.970.791.161.237.008
2707,6.094.525.422.914.324
2708,12.037.752.789.681.968
2709,6.189.073.005.104.319
2710,9.839.644.852.913.040
2711,7.528.065.755.656.006
2712,9.313.951.638.064.086
2713,10.308.678.038.094.800
2714,8.932.332.161.285.591
2715,9.695.638.779.907.022
2716,6.965.612.299.952.636
2717,10.800.519.021.048.474
2718,9.090.355.320.536.650
2719,12.715.863.031.081.304
2720,9.038.925.309.012.956
2721,10.346.207.136.638.448
2722,9.908.101.922.763.174
2723,13.970.496.312.342.666
2724,11.194.410.900.580.400
2725,9.415.286.164.034.334
2726,11.779.862.967.536.856
2727,8.098.797.055.424.097
2728,5.044.926.891.601.138
2729,8.833.564.593.324.664
2730,8.450.924.320.679.673
2731,9.129.516.772.348.822
2732,11.034.886.286.289.068
2733,8.290.991.462.923.710
2734,11.628.023.901.219.912
2735,8.848.823.336.740.559
2736,8.784.001.283.419.363
2737,12.064.980.644.587.742
2738,8.649.869.571.268.647
2739,9.712.012.940.159.710
2740,8.226.117.694.170.118
2741,9.983.983.275.371.792
2742,14.048.440.098.852.322
2743,9.514.591.473.309.248
2744,12.360.625.780.489.340
2745,8.601.210.261.592.850
2746,11.199.660.423.866.416
2747,6.744.704.187.350.368
2748,6.788.200.849.333.708
2749,13.253.634.964.769.922
2750,10.926.588.602.262.790
2751,7.612.914.615.711.763
2752,5.207.515.033.298.774
2753,14.035.220.702.804.076
2754,12.574.480.044.776.726
2755,6.108.250.288.384.837
2756,9.375.580.319.812.176
2757,7.783.830.667.399.725
2758,8.378.197.183.931.063
2759,9.372.906.781.149.492
2760,12.230.508.441.005.636
2761,10.817.921.820.395.034
2762,16.846.643.455.009.354
2763,12.452.607.429.067.652
2764,9.946.699.032.482.852
2765,10.810.009.683.265.154
2766,10.101.224.977.869.318
2767,8.378.664.215.026.781
2768,6.963.617.955.789.789
2769,17.151.779.847.660.342
2770,11.567.095.902.104.174
2771,9.735.814.338.553.954
2772,7.441.649.051.775.765
2773,8.796.441.911.293.328
2774,12.721.493.438.954.544
2775,15.552.887.158.185.464
2776,6.829.394.068.738.392
2777,9.063.010.566.090.428
2778,14.192.977.063.618.346
2779,13.347.570.949.537.860
2780,9.847.057.321.143.198
2781,13.910.308.091.984.980
2782,12.975.243.466.833.392
2783,12.413.487.924.356.068
2784,11.272.868.340.227.080
2785,8.602.415.923.375.281
2786,12.385.169.422.901.014
2787,8.405.356.854.346.904
2788,8.050.140.258.046.555
2789,10.239.671.865.899.834
2790,10.325.606.414.429.392
2791,9.812.863.028.235.716
2792,8.015.713.917.306.578
2793,5.926.140.700.863.838
2794,20.576.286.528.158.588
2795,9.951.007.040.206.274
2796,8.207.458.789.649.250
2797,8.315.195.606.357.355
2798,10.133.969.111.880.714
2799,10.888.231.880.751.512
2800,18.640.202.904.056.956
2801,8.049.055.037.717.176
2802,9.842.410.624.723.370
2803,9.842.560.299.858.792
2804,11.703.405.118.300.612
2805,10.032.098.696.245.836
2806,10.859.818.071.362.682
2807,11.187.888.730.434.102
2808,9.202.408.989.985.066
2809,8.272.151.804.042.434
2810,10.089.622.802.643.450
2811,7.489.967.323.718.098
2812,17.860.657.596.095.152
2813,9.838.055.964.717.630
2814,7.421.784.713.619.193
2815,7.754.611.826.948.081
2816,10.154.012.503.962.690
2817,8.366.266.252.968.024
2818,12.554.057.404.973.972
2819,8.141.343.701.909.204
2820,5.009.400.043.320.054
2821,11.535.483.168.558.072
2822,7.929.277.489.688.684
2823,9.195.660.632.569.402
2824,9.173.576.944.862.654
2825,9.502.823.822.786.506
2826,8.867.371.539.352.048
2827,13.126.321.225.727.206
2828,16.387.525.006.543.346
2829,11.369.657.555.031.532
2830,6.852.271.707.569.188
2831,11.927.263.196.887.796
2832,14.074.427.214.170.880
2833,11.284.803.548.028.442
2834,16.642.715.482.831.558
2835,10.118.756.817.424.746
2836,14.523.677.261.869.650
2837,6.735.728.564.808.111
2838,8.866.410.980.085.128
2839,10.130.567.142.256.398
2840,9.572.169.985.517.888
2841,10.475.339.206.150.920
2842,11.984.230.818.552.090
2843,10.758.706.703.041.460
2844,12.047.802.681.799.454
2845,7.393.417.035.293.932
2846,14.444.933.107.343.864
2847,8.739.655.172.750.630
2848,10.118.346.403.528.022
2849,26.464.053.399.209.948
2850,11.897.541.391.225.532
2851,8.140.095.172.001.352
2852,5.142.946.628.460.869
2853,7.888.907.150.350.473
2854,11.385.531.042.081.876
2855,12.048.167.020.697.144
2856,12.509.023.128.415.972
2857,10.672.104.897.356.392
2858,10.153.783.424.562.254
2859,7.569.599.176.131.192
2860,8.280.698.145.920.060
2861,8.138.041.607.588.673
2862,6.046.000.390.012.010
2863,11.714.235.683.416.946
2864,9.871.239.857.539.250
2865,8.314.510.581.899.767
2866,9.427.097.967.381.554
2867,8.190.725.138.748.469
2868,9.823.595.359.060.356
2869,9.402.459.168.180.758
2870,5.560.801.473.256.841
2871,14.028.519.018.521.108
2872,11.028.503.217.345.672
2873,6.094.438.216.171.750
2874,5.287.476.253.119.906
2875,17.791.863.299.259.452
2876,11.040.176.174.016.786
2877,10.413.719.395.566.388
2878,9.631.914.226.163.026
2879,16.926.263.050.180.320
2880,13.797.617.530.111.860
2881,10.416.565.263.765.702
2882,8.940.934.612.057.449
2883,9.742.422.473.593.686
2884,9.483.263.624.764.926
2885,11.302.899.886.957.314
2886,10.446.180.899.143.308
2887,4.588.554.249.750.720
2888,10.697.757.135.539.050
2889,19.074.905.910.363.008
2890,11.295.790.869.351.334
2891,9.116.600.947.146.900
2892,5.861.738.556.105.679
2893,11.627.570.266.038.802
2894,10.263.260.075.519.294
2895,7.163.835.015.046.718
2896,15.239.636.803.979.858
2897,10.509.976.479.158.534
2898,11.896.023.456.329.730
2899,17.542.832.148.710.702
2900,9.492.218.998.573.816
2901,9.051.584.006.202.172
2902,11.003.044.585.881.790
2903,8.712.397.910.813.520
2904,9.455.127.056.744.702
2905,7.982.976.425.007.292
2906,8.527.830.273.271.707
2907,8.011.622.055.397.343
2908,8.895.204.617.325.268
2909,12.447.205.768.217.688
2910,16.142.431.049.008.582
2911,6.326.269.678.412.648
2912,11.395.631.911.995.902
2913,9.665.422.737.239.128
2914,8.976.292.406.658.422
2915,9.366.995.002.267.894
2916,10.354.436.642.746.210
2917,17.547.180.071.734.324
2918,11.788.266.462.081.000
2919,9.897.176.081.192.368
2920,7.274.697.534.034.608
2921,7.270.248.321.877.621
2922,7.784.157.276.561.608
2923,13.094.111.516.319.804
2924,10.843.527.360.323.030
2925,6.863.269.018.249.673
2926,12.223.839.903.478.664
2927,10.445.871.122.409.846
2928,10.568.761.309.171.270
2929,5.992.193.737.260.827
2930,11.899.250.234.397.198
2931,7.632.594.605.588.601
2932,10.739.186.575.468.266
2933,9.421.559.793.981.176
2934,12.455.921.144.979.138
2935,10.112.384.721.373.890
2936,8.821.588.816.672.577
2937,13.656.510.763.134.512
2938,11.022.285.047.820.922
2939,12.442.753.773.234.676
2940,9.806.390.406.249.756
2941,4.705.814.922.934.151
2942,6.872.469.856.593.226
2943,7.432.597.725.646.972
2944,7.788.265.684.895.979
2945,11.074.470.304.729.228
2946,7.607.751.284.102.827
2947,10.937.804.553.134.318
2948,11.963.016.481.880.174
2949,10.177.503.464.849.074
2950,5.936.729.168.626.587
2951,8.813.583.519.915.807
2952,8.021.278.748.835.957
2953,6.442.373.146.346.366
2954,17.771.089.984.050.918
2955,8.286.111.290.509.080
2956,10.457.838.422.118.568
2957,9.771.505.194.134.586
2958,7.265.444.840.953.790
2959,14.341.343.842.769.644
2960,7.940.229.351.190.179
2961,9.487.650.988.673.602
2962,9.407.892.359.529.148
2963,14.101.185.580.507.914
2964,8.320.492.070.529.193
2965,7.769.144.579.414.550
2966,17.846.923.397.971.228
2967,8.031.781.354.664.856
2968,10.221.363.020.929.230
2969,8.789.703.502.401.554
2970,14.153.885.065.000.948
2971,8.826.860.184.135.687
2972,8.547.963.484.068.159
2973,8.618.327.642.489.354
2974,10.701.341.985.893.200
2975,6.479.917.115.769.540
2976,8.535.512.593.139.682
2977,8.288.442.385.510.337
2978,8.154.673.436.446.594
2979,8.512.947.184.341.003
2980,16.896.480.363.934.558
2981,11.813.047.401.955.316
2982,10.433.773.230.267.064
2983,15.756.407.564.992.732
2984,9.685.753.523.879.620
2985,9.396.518.191.248.652
2986,10.782.781.058.353.576
2987,13.317.946.976.939.312
2988,15.952.565.356.316.694
2989,12.137.175.350.535.026
2990,10.669.555.475.241.086
2991,11.280.714.890.592.520
2992,6.195.778.445.621.493
2993,11.364.829.813.126.360
2994,11.143.832.093.521.558
2995,11.569.042.295.396.516
2996,7.742.976.386.614.319
2997,8.712.981.364.910.390
2998,13.169.456.046.310.714
2999,11.727.057.063.903.788
3000,12.388.158.579.319.244
3001,8.635.106.283.140.110
3002,10.837.624.719.884.004
3003,8.220.916.585.347.499
3004,13.412.646.743.840.076
3005,14.414.016.145.971.180
3006,10.290.441.737.674.048
3007,19.994.264.046.859.788
3008,15.177.954.812.169.680
3009,7.833.621.677.795.597
3010,7.868.278.807.576.496
3011,16.713.868.365.452.174
3012,7.451.600.161.955.284
3013,9.174.960.232.435.140
3014,18.240.471.481.828.980
3015,6.915.754.995.123.302
3016,8.991.865.130.256.895
3017,10.303.280.596.184.304
3018,8.262.761.305.443.835
3019,9.228.149.032.123.300
3020,8.305.756.132.339.658
3021,7.296.545.695.192.486
3022,8.381.286.127.530.502
3023,9.419.276.179.992.386
3024,8.935.259.110.591.590
3025,11.091.395.900.121.350
3026,7.168.305.726.947.681
3027,7.861.003.144.625.750
3028,3.958.954.566.028.100
3029,12.980.180.737.673.078
3030,10.139.611.177.835.110
3031,12.322.638.135.235.860
3032,8.082.295.437.700.106
3033,13.492.055.766.563.040
3034,9.533.513.225.071.984
3035,9.968.188.344.166.150
3036,13.853.507.555.338.308
3037,11.892.228.125.691.160
3038,10.699.408.038.187.114
3039,14.487.626.314.229.532
3040,7.521.655.044.863.013
3041,12.917.760.132.239.104
3042,7.994.918.495.483.640
3043,13.773.468.581.335.496
3044,8.082.317.366.322.196
3045,13.165.170.971.620.208
3046,10.122.788.919.376.086
3047,9.316.251.597.352.814
3048,8.706.243.174.970.542
3049,7.897.487.635.272.534
3050,8.675.051.397.610.711
3051,9.366.328.642.845.260
3052,13.700.679.014.041.952
3053,6.575.474.848.653.456
3054,13.847.594.707.680.658
3055,8.823.189.079.495.073
3056,14.508.365.835.601.618
3057,7.863.892.177.215.381
3058,10.363.051.267.483.714
3059,8.163.175.277.112.323
3060,12.956.077.368.610.982
3061,10.254.283.613.774.596
3062,7.549.641.408.358.661
3063,7.131.117.110.515.681
3064,9.681.685.149.211.702
3065,9.098.999.547.122.498
3066,7.789.811.177.134.112
3067,9.640.512.875.998.690
3068,7.806.246.898.313.770
3069,18.011.589.034.941.488
3070,13.293.100.874.302.664
3071,10.641.039.301.230.180
3072,7.811.350.687.727.466
3073,9.228.735.352.701.566
3074,14.365.589.124.593.640
3075,9.595.420.721.258.832
3076,9.316.414.010.697.624
3077,10.895.338.938.709.844
3078,10.993.241.822.490.714
3079,7.776.193.337.408.780
3080,6.498.503.646.475.809
3081,8.795.143.038.579.215
3082,9.385.050.229.735.468
3083,15.857.264.654.723.274
3084,4.856.344.554.147.325
3085,10.186.093.329.644.270
3086,11.688.064.129.916.926
3087,13.117.399.729.782.618
3088,10.513.058.966.398.348
3089,16.641.265.787.917.834
3090,4.590.428.298.653.076
3091,9.704.823.022.615.662
3092,9.785.043.648.842.398
3093,11.307.266.731.522.702
3094,8.645.463.697.062.363
3095,11.768.102.754.687.462
3096,11.953.439.782.377.306
3097,5.675.086.168.389.735
3098,11.614.590.148.878.558
3099,11.549.345.346.851.092
3100,10.689.989.882.069.770
3101,8.367.737.501.334.714
3102,8.514.622.477.550.955
3103,11.519.795.262.133.120
3104,8.207.472.986.021.356
3105,6.571.207.236.008.103
3106,7.538.906.160.723.593
3107,14.691.416.048.775.092
3108,6.355.588.904.168.510
3109,10.475.975.611.026.912
3110,10.227.178.202.075.784
3111,11.688.310.347.778.766
3112,10.566.200.472.659.526
3113,6.996.544.894.555.569
3114,10.542.919.569.013.548
3115,12.478.048.158.598.300
3116,18.572.800.811.144.772
3117,7.035.238.039.015.684
3118,8.281.827.871.932.718
3119,10.050.855.171.109.350
3120,10.178.107.572.219.800
3121,14.952.106.585.581.578
3122,10.017.033.367.715.672
3123,10.340.576.673.091.568
3124,7.525.025.060.202.560
3125,8.051.901.182.221.659
3126,11.571.084.798.374.374
3127,13.014.701.594.964.440
3128,9.133.282.049.992.056
3129,7.942.881.690.859.667
3130,4.866.208.020.844.508
3131,11.408.739.732.559.002
3132,9.259.644.300.708.658
3133,8.227.665.961.190.284
3134,6.438.368.025.395.482
3135,12.344.478.809.902.732
3136,5.775.867.694.187.246
3137,15.052.965.507.107.582
3138,10.706.606.118.458.268
3139,10.432.159.756.190.912
3140,8.048.801.144.570.344
3141,9.749.626.177.686.252
3142,11.224.760.621.139.114
3143,9.612.958.204.129.892
3144,6.347.397.594.091.067
3145,11.942.313.879.944.496
3146,8.045.968.275.585.046
3147,8.061.327.562.945.160
3148,16.977.907.701.255.206
3149,10.624.769.988.088.470
3150,11.547.454.464.380.156
3151,7.751.841.816.123.862
3152,9.513.778.081.340.552
3153,8.823.587.891.453.883
3154,13.006.216.078.322.632
3155,7.869.002.712.067.223
3156,11.340.077.272.173.820
3157,10.889.936.693.829.386
3158,3.510.994.616.271.499
3159,11.477.183.831.874.600
3160,8.760.768.196.327.314
3161,8.550.611.420.892.649
3162,11.121.131.096.754.296
3163,10.331.063.902.012.672
3164,7.082.954.367.412.365
3165,10.690.561.227.871.186
3166,9.918.895.543.179.130
3167,8.973.690.470.240.666
3168,10.566.127.377.384.472
3169,13.805.653.436.330.256
3170,11.504.757.769.463.000
